cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000367,COVID-19 Research Paper 367: Diagnostic Preventive,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Williams, Author 2 Jones, Author 3 Smith",Science,2021-09-08,Elsevier,True,,pmc_367.json,https://example.com/paper/367,
cord_000368,COVID-19 Research Paper 368: Therapeutic Clinical,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Brown, Author 2 Williams, Author 3 Williams, Author 4 Brown, Author 5 Jones",Cell,2021-11-14,medRxiv,True,,,https://example.com/paper/368,
cord_000369,COVID-19 Research Paper 369: Virological Virological,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Williams",PLOS ONE,2022-11-26,Elsevier,False,,,https://example.com/paper/369,10.1000/000369
cord_000370,COVID-19 Research Paper 370: Preventive Public Health,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for public health policy.,Author 0 Miller,The Lancet,2022-09-18,WHO,True,pdf_370.json,,https://example.com/paper/370,
cord_000371,COVID-19 Research Paper 371: Virological Preventive,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Johnson, Author 2 Smith, Author 3 Davis, Author 4 Miller, Author 5 Smith",Emerging Infectious Diseases,2020-08-18,medRxiv,False,pdf_371.json,pmc_371.json,https://example.com/paper/371,
cord_000372,COVID-19 Research Paper 372: Virological Mathematical Modeling,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Smith",NEJM,2021-07-06,medRxiv,True,,,https://example.com/paper/372,10.1000/000372
cord_000373,COVID-19 Research Paper 373: Public Health Diagnostic,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Davis, Author 2 Johnson, Author 3 Jones, Author 4 Smith, Author 5 Johnson",PLOS ONE,2022-11-29,Research Square,True,pdf_373.json,,https://example.com/paper/373,10.1000/000373
cord_000374,COVID-19 Research Paper 374: Therapeutic Virological,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Johnson, Author 2 Johnson",PNAS,2020-02-12,medRxiv,False,,,https://example.com/paper/374,10.1000/000374
cord_000375,COVID-19 Research Paper 375: Virological Mathematical Modeling,,"Author 0 Brown, Author 1 Brown, Author 2 Williams, Author 3 Garcia, Author 4 Smith",Nature,2020-10-29,Elsevier,True,pdf_375.json,pmc_375.json,https://example.com/paper/375,10.1000/000375
cord_000376,COVID-19 Research Paper 376: Therapeutic Diagnostic,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for clinical practice.,Author 0 Williams,NEJM,2022-04-20,WHO,False,pdf_376.json,,https://example.com/paper/376,10.1000/000376
cord_000377,COVID-19 Research Paper 377: Mathematical Modeling Preventive,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Garcia, Author 2 Garcia, Author 3 Williams, Author 4 Brown, Author 5 Johnson",PLOS ONE,2021-03-27,PubMed Central,True,,,https://example.com/paper/377,10.1000/000377
cord_000378,COVID-19 Research Paper 378: Diagnostic Therapeutic,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Smith,The Lancet,2020-10-17,bioRxiv,False,pdf_378.json,,https://example.com/paper/378,10.1000/000378
cord_000379,COVID-19 Research Paper 379: Epidemiological Virological,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Brown, Author 2 Jones, Author 3 Williams, Author 4 Smith",Emerging Infectious Diseases,2022-01-01,bioRxiv,True,,pmc_379.json,https://example.com/paper/379,10.1000/000379
cord_000380,COVID-19 Research Paper 380: Public Health Preventive,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Brown, Author 2 Davis, Author 3 Garcia, Author 4 Williams, Author 5 Davis",Cell,2022-10-16,Research Square,True,pdf_380.json,,https://example.com/paper/380,
cord_000381,COVID-19 Research Paper 381: Public Health Epidemiological,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Williams, Author 2 Garcia, Author 3 Miller, Author 4 Miller, Author 5 Brown",PNAS,2020-03-04,WHO,False,,pmc_381.json,https://example.com/paper/381,10.1000/000381
cord_000382,COVID-19 Research Paper 382: Diagnostic Mathematical Modeling,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Miller, Author 2 Johnson, Author 3 Garcia, Author 4 Johnson",Science,2021-05-15,medRxiv,False,pdf_382.json,,https://example.com/paper/382,
cord_000383,COVID-19 Research Paper 383: Therapeutic Preventive,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Williams, Author 2 Davis, Author 3 Garcia",Emerging Infectious Diseases,2022-06-01,PubMed Central,True,,pmc_383.json,https://example.com/paper/383,10.1000/000383
cord_000384,COVID-19 Research Paper 384: Clinical Mathematical Modeling,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Smith, Author 2 Johnson, Author 3 Garcia, Author 4 Davis, Author 5 Johnson",Nature Medicine,2022-01-06,Research Square,True,pdf_384.json,,https://example.com/paper/384,10.1000/000384
cord_000385,COVID-19 Research Paper 385: Diagnostic Epidemiological,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Jones, Author 1 Davis, Author 2 Jones, Author 3 Davis",Nature Medicine,2021-02-26,bioRxiv,False,pdf_385.json,,https://example.com/paper/385,
cord_000386,COVID-19 Research Paper 386: Epidemiological Diagnostic,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Jones",BMJ,2020-07-01,bioRxiv,True,,pmc_386.json,https://example.com/paper/386,10.1000/000386
cord_000387,COVID-19 Research Paper 387: Diagnostic Clinical,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Johnson, Author 2 Davis, Author 3 Garcia",Clinical Infectious Diseases,2021-01-31,Elsevier,False,,pmc_387.json,https://example.com/paper/387,10.1000/000387
cord_000388,COVID-19 Research Paper 388: Mathematical Modeling Mathematical Modeling,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Davis",Clinical Infectious Diseases,2022-02-12,bioRxiv,True,pdf_388.json,pmc_388.json,https://example.com/paper/388,10.1000/000388
cord_000389,COVID-19 Research Paper 389: Therapeutic Clinical,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Miller, Author 2 Davis, Author 3 Johnson, Author 4 Johnson, Author 5 Williams",PLOS ONE,2020-08-09,medRxiv,False,,pmc_389.json,https://example.com/paper/389,
cord_000390,COVID-19 Research Paper 390: Public Health Therapeutic,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Johnson, Author 2 Williams, Author 3 Johnson",PLOS ONE,2021-07-14,medRxiv,True,,,https://example.com/paper/390,
cord_000391,COVID-19 Research Paper 391: Preventive Diagnostic,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Garcia, Author 2 Brown",The Lancet,2022-07-09,medRxiv,True,pdf_391.json,,https://example.com/paper/391,
cord_000392,COVID-19 Research Paper 392: Virological Public Health,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Johnson, Author 2 Brown, Author 3 Miller, Author 4 Davis",Nature,2022-12-15,medRxiv,True,,,https://example.com/paper/392,10.1000/000392
cord_000393,COVID-19 Research Paper 393: Mathematical Modeling Epidemiological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Jones, Author 1 Miller, Author 2 Garcia",Journal of Medical Virology,2020-12-24,medRxiv,False,pdf_393.json,pmc_393.json,https://example.com/paper/393,10.1000/000393
cord_000394,COVID-19 Research Paper 394: Diagnostic Therapeutic,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Davis, Author 2 Jones, Author 3 Williams",BMJ,2021-06-27,bioRxiv,False,,,https://example.com/paper/394,
cord_000395,COVID-19 Research Paper 395: Mathematical Modeling Diagnostic,This study investigates COVID-19 prevention using clinical data. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Johnson, Author 2 Jones, Author 3 Davis",Clinical Infectious Diseases,2021-12-15,PubMed Central,True,,pmc_395.json,https://example.com/paper/395,10.1000/000395
cord_000396,COVID-19 Research Paper 396: Mathematical Modeling Public Health,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Williams, Author 2 Smith, Author 3 Johnson",PLOS ONE,2021-11-09,bioRxiv,False,,,https://example.com/paper/396,10.1000/000396
cord_000397,COVID-19 Research Paper 397: Virological Public Health,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Johnson, Author 2 Davis, Author 3 Smith, Author 4 Williams, Author 5 Miller",NEJM,2022-03-11,medRxiv,True,,,https://example.com/paper/397,10.1000/000397
cord_000398,COVID-19 Research Paper 398: Therapeutic Mathematical Modeling,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Williams, Author 2 Jones, Author 3 Johnson, Author 4 Johnson",JAMA,2022-05-04,Elsevier,True,,,https://example.com/paper/398,10.1000/000398
cord_000399,COVID-19 Research Paper 399: Diagnostic Public Health,This study investigates COVID-19 prevention using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Davis, Author 2 Brown, Author 3 Jones, Author 4 Davis, Author 5 Davis",Science,2021-07-19,WHO,False,pdf_399.json,pmc_399.json,https://example.com/paper/399,
